Date,CSUSHPISA,Year,Month,unemp,Interest,CPI,const_price_index,working_pop,Houses,per_capita_GDP,Num_household,Income,Subsidy,Urban_pop,Old_pop
2018-09-01,204.35299999999998,2018,9,3.7,2.24,252.182,240.0,206634780.4,252.182,63389.333333333336,127586,73030.0,38.859,15.3976975750778,15.3976975750778
2018-10-01,205.12,2018,10,3.8,2.37,252.772,238.7,206625758.0,252.772,63479.0,127586,73030.0,38.859,15.3976975750778,15.3976975750778
2018-11-01,205.679,2018,11,3.8,2.56,252.594,238.8,206649232.1,252.594,63645.0,127586,73030.0,38.859,15.3976975750778,15.3976975750778
2018-12-01,206.169,2018,12,3.9,2.69,252.767,238.3,206768336.7,252.767,63811.0,127586,73030.0,38.859,15.3976975750778,15.3976975750778
2019-01-01,206.53900000000002,2019,1,4.0,2.59,252.718,238.5,206195133.0,252.718,63977.0,128579,78250.0,40.185,15.7918008297391,15.7918008297391
2019-02-01,206.84799999999998,2019,2,3.8,2.49,253.322,238.1,206161240.5,253.322,64236.0,128579,78250.0,40.185,15.7918008297391,15.7918008297391
2019-03-01,207.047,2019,3,3.8,2.48,254.202,238.1,206102863.9,254.202,64495.0,128579,78250.0,40.185,15.7918008297391,15.7918008297391
2019-04-01,207.50599999999997,2019,4,3.6,2.47,255.211,237.2,206172550.8,255.211,64754.0,128579,78250.0,40.185,15.7918008297391,15.7918008297391
2019-05-01,208.138,2019,5,3.7,2.44,255.29,237.3,206450918.0,255.29,65034.333333333336,128579,78250.0,40.185,15.7918008297391,15.7918008297391
2019-06-01,208.65900000000002,2019,6,3.6,2.3,255.159,236.3,206561471.8,255.159,65314.666666666664,128579,78250.0,40.185,15.7918008297391,15.7918008297391
2019-07-01,209.262,2019,7,3.7,2.22,255.685,235.6,206406247.3,255.685,65595.0,128579,78250.0,40.185,15.7918008297391,15.7918008297391
2019-08-01,210.102,2019,8,3.7,2.06,256.059,234.4,206400190.5,256.059,65773.0,128579,78250.0,40.185,15.7918008297391,15.7918008297391
2019-09-01,210.91299999999998,2019,9,3.5,2.03,256.511,234.4,206317796.0,256.511,65951.0,128579,78250.0,40.185,15.7918008297391,15.7918008297391
2019-10-01,211.808,2019,10,3.6,1.88,257.244,233.8,206248793.3,257.244,66129.0,128579,78250.0,40.185,15.7918008297391,15.7918008297391
2019-11-01,212.805,2019,11,3.6,1.77,257.803,232.8,206324586.9,257.803,65910.33333333333,128579,78250.0,40.185,15.7918008297391,15.7918008297391
2019-12-01,213.955,2019,12,3.6,1.76,258.616,232.2,206397971.6,258.616,65691.66666666667,128579,78250.0,40.185,15.7918008297391,15.7918008297391
2020-01-01,214.99400000000003,2020,1,3.5,1.65,259.037,233.4,205738360.6,259.037,65473.0,128451,76660.0,44.147,16.2234001500798,16.2234001500798
2020-02-01,215.83700000000002,2020,2,3.5,1.59,259.248,234.6,205608674.6,259.248,63660.0,128451,76660.0,44.147,16.2234001500798,16.2234001500798
2020-03-01,216.365,2020,3,4.4,1.35,258.124,236.3,205444402.0,258.124,61847.0,128451,76660.0,44.147,16.2234001500798,16.2234001500798
2020-05-01,216.987,2020,5,13.2,0.17,255.868,233.3,206806811.9,255.868,61765.666666666664,128451,76660.0,44.147,16.2234001500798,16.2234001500798
2020-06-01,217.63,2020,6,11.0,0.2,256.986,234.8,205516631.8,256.986,63497.333333333336,128451,76660.0,44.147,16.2234001500798,16.2234001500798
2020-07-01,219.322,2020,7,10.2,0.18,258.278,237.0,205383291.4,258.278,65229.0,128451,76660.0,44.147,16.2234001500798,16.2234001500798
2020-08-01,222.424,2020,8,8.4,0.15,259.411,240.9,205756722.0,259.411,65596.0,128451,76660.0,44.147,16.2234001500798,16.2234001500798
2020-09-01,225.85299999999998,2020,9,7.9,0.13,260.029,246.9,206102392.9,260.029,65963.0,128451,76660.0,44.147,16.2234001500798,16.2234001500798
2020-10-01,229.78099999999998,2020,10,6.9,0.12,260.286,246.4,206062967.9,260.286,66330.0,128451,76660.0,44.147,16.2234001500798,16.2234001500798
2020-11-01,233.235,2020,11,6.7,0.16,260.813,244.3,206157848.3,260.813,66911.66666666667,128451,76660.0,44.147,16.2234001500798,16.2234001500798
2020-12-01,236.521,2020,12,6.7,0.17,262.035,248.0,206072530.6,262.035,67493.33333333333,128451,76660.0,44.147,16.2234001500798,16.2234001500798
2021-01-01,239.55900000000003,2021,1,6.3,0.14,262.65,256.4,204942957.9,262.65,68075.0,129224,76330.0,45.299,16.6788954868121,16.6788954868121
2021-02-01,242.325,2021,2,6.2,0.11,263.638,264.6,204900632.5,263.638,68758.66666666667,129224,76330.0,45.299,16.6788954868121,16.6788954868121
2021-03-01,245.40200000000002,2021,3,6.1,0.1,264.914,276.7,205013086.6,264.914,69442.33333333333,129224,76330.0,45.299,16.6788954868121,16.6788954868121
2021-04-01,249.055,2021,4,6.1,0.11,266.67,291.8,205390471.0,266.67,70126.0,129224,76330.0,45.299,16.6788954868121,16.6788954868121
2021-05-01,253.426,2021,5,5.8,0.1,268.444,305.9,205611509.1,268.444,70640.66666666667,129224,76330.0,45.299,16.6788954868121,16.6788954868121
2021-06-01,258.381,2021,6,5.9,0.09,270.559,315.7,205376626.0,270.559,71155.33333333333,129224,76330.0,45.299,16.6788954868121,16.6788954868121
2021-07-01,262.707,2021,7,5.4,0.1,271.764,313.542,205344083.1,271.764,71670.0,129224,76330.0,45.299,16.6788954868121,16.6788954868121
2021-08-01,266.921,2021,8,5.2,0.1,272.87,313.083,205334928.6,272.87,72475.0,129224,76330.0,45.299,16.6788954868121,16.6788954868121
2021-09-01,270.402,2021,9,4.8,0.1,274.028,317.136,205452287.6,274.028,73280.0,129224,76330.0,45.299,16.6788954868121,16.6788954868121
2021-10-01,273.769,2021,10,4.5,0.11,276.522,322.12,205370913.4,276.522,74085.0,129224,76330.0,45.299,16.6788954868121,16.6788954868121
2021-11-01,277.251,2021,11,4.2,0.14,278.711,328.94,205364326.7,278.711,74446.0,129224,76330.0,45.299,16.6788954868121,16.6788954868121
2021-12-01,281.393,2021,12,3.9,0.17,280.887,335.032,205320479.4,280.887,74807.0,129224,76330.0,45.299,16.6788954868121,16.6788954868121
2022-01-01,285.921,2022,1,4.0,0.22,282.599,345.742,207106806.9,282.599,75168.0,131202,74580.0,48.021,17.1281205454528,17.1281205454528
2022-02-01,291.09,2022,2,3.8,0.38,284.61,343.583,207104221.8,284.61,75657.33333333333,131202,74580.0,48.021,17.1281205454528,17.1281205454528
2022-03-01,296.353,2022,3,3.6,0.73,287.472,345.852,207013003.7,287.472,76146.66666666667,131202,74580.0,48.021,17.1281205454528,17.1281205454528
2022-04-01,300.55,2022,4,3.6,0.91,288.611,343.786,207064955.4,288.611,76636.0,131202,74580.0,48.021,17.1281205454528,17.1281205454528
2022-05-01,303.796,2022,5,3.6,1.33,291.268,353.015,207270515.8,291.268,77049.0,131202,74580.0,48.021,17.1281205454528,17.1281205454528
2022-06-01,304.755,2022,6,3.6,1.87,294.728,349.8,207394728.3,294.728,77462.0,131202,74580.0,48.021,17.1281205454528,17.1281205454528
2022-07-01,303.714,2022,7,3.5,2.5,294.628,346.79,207407819.6,294.628,77875.0,131202,74580.0,48.021,17.1281205454528,17.1281205454528
2022-08-01,301.596,2022,8,3.7,2.76,295.32,342.753,207370651.0,295.32,78250.0,131202,74580.0,48.021,17.1281205454528,17.1281205454528
2022-09-01,299.38,2022,9,3.5,3.21,296.539,336.464,207453580.5,296.539,78625.0,131202,74580.0,48.021,17.1281205454528,17.1281205454528
2022-10-01,298.922,2022,10,3.7,3.85,297.987,333.796,207431164.7,297.987,79000.0,131202,74580.0,48.021,17.1281205454528,17.1281205454528
2022-11-01,298.312,2022,11,3.6,4.46,298.598,330.369,207521914.2,298.598,79375.33333333333,131202,74580.0,48.021,17.1281205454528,17.1281205454528
2022-12-01,297.471,2022,12,3.5,4.51,298.99,326.449,207524486.3,298.99,79750.66666666667,131202,74580.0,48.021,17.1281205454528,17.1281205454528
